transaction_id,account_from,account_to,amount,currency,transaction_ts,branch_id,channel,updated_at,cdc_operation,_source_name,_source_file,_source_row,commission,risk_score,risk_level,customer_document_hash,card_masked,iban_from_masked,iban_to_masked,debit_amount,credit_amount,batch_id,processed_at
TXN-20260825-000091,ACC-100090,ACC-700090,19498.57,USD,2026-08-25T09:00:00-05:00,AQP001,ATM,2026-08-25T09:01:00-05:00,I,atm_AQP001,atm_AQP001.csv,12,155.99,55,MEDIUM,e0adc4cfc6be6b454071c9e65d60d2df3135dad0e043f8bc01554fb8bc89b7b0,************0090,********************0090,********************0090,19498.57,19498.57,DEMO-HEALTHY-001,2026-08-25T23:43:08.444994+00:00
TXN-20260825-000092,ACC-100091,ACC-700091,5691.46,PEN,2026-08-25T09:02:00-05:00,AQP001,ATM,2026-08-25T09:03:00-05:00,I,atm_AQP001,atm_AQP001.csv,13,45.53,0,LOW,b5f3de35ddc357d368ef0a1f1b2be7a2edc5051941fbc09e601752678b086144,************0091,********************0091,********************0091,5691.46,5691.46,DEMO-HEALTHY-001,2026-08-25T23:43:08.444994+00:00
TXN-20260825-000093,ACC-100092,ACC-700092,13445.42,PEN,2026-08-25T09:04:00-05:00,AQP001,ATM,2026-08-25T09:05:00-05:00,I,atm_AQP001,atm_AQP001.csv,14,107.56,40,MEDIUM,83a17b5efb94175397cb1ebe3161073c5c972c9f063adef2fb5083aae69a118c,************0092,********************0092,********************0092,13445.42,13445.42,DEMO-HEALTHY-001,2026-08-25T23:43:08.444994+00:00
TXN-20260825-000094,ACC-100093,ACC-700093,10508.84,PEN,2026-08-25T09:06:00-05:00,AQP001,ATM,2026-08-25T09:07:00-05:00,I,atm_AQP001,atm_AQP001.csv,15,84.07,40,MEDIUM,16134542461df2c75afc12b6fbda850f2bf121db0d01e45718a86e96d17d099e,************0093,********************0093,********************0093,10508.84,10508.84,DEMO-HEALTHY-001,2026-08-25T23:43:08.444994+00:00
TXN-20260825-000095,ACC-100094,ACC-700094,8021.36,PEN,2026-08-25T09:08:00-05:00,AQP001,ATM,2026-08-25T09:09:00-05:00,I,atm_AQP001,atm_AQP001.csv,16,64.17,0,LOW,57a56cae2e851ea695e572088669c0c061a70bfa3ac5bd71b072611f524f2ca2,************0094,********************0094,********************0094,8021.36,8021.36,DEMO-HEALTHY-001,2026-08-25T23:43:08.444994+00:00
TXN-20260825-000096,ACC-100095,ACC-700095,16737.44,PEN,2026-08-25T09:10:00-05:00,AQP001,ATM,2026-08-25T09:11:00-05:00,I,atm_AQP001,atm_AQP001.csv,17,133.9,40,MEDIUM,d6135fd08c998e5c56ef22250891cf11503c6bdb4d64ba5267bd8c3d82094291,************0095,********************0095,********************0095,16737.44,16737.44,DEMO-HEALTHY-001,2026-08-25T23:43:08.444994+00:00
TXN-20260825-000097,ACC-100096,ACC-700096,15371.01,PEN,2026-08-25T09:12:00-05:00,AQP001,ATM,2026-08-25T09:13:00-05:00,I,atm_AQP001,atm_AQP001.csv,18,122.97,40,MEDIUM,00243a9b0632f55d2c3e5a38c3a58a29c9d362ea0ee8fbabc8e850b92473bd4e,************0096,********************0096,********************0096,15371.01,15371.01,DEMO-HEALTHY-001,2026-08-25T23:43:08.444994+00:00
TXN-20260825-000098,ACC-100097,ACC-700097,14729.27,PEN,2026-08-25T09:14:00-05:00,AQP001,ATM,2026-08-25T09:15:00-05:00,I,atm_AQP001,atm_AQP001.csv,19,117.83,40,MEDIUM,eb57755b9b84cfac772c3c81c0ed0a5035da23a40f36b687cdbe364b3871ad96,************0097,********************0097,********************0097,14729.27,14729.27,DEMO-HEALTHY-001,2026-08-25T23:43:08.444994+00:00
TXN-20260825-000099,ACC-100098,ACC-700098,5083.37,PEN,2026-08-25T09:16:00-05:00,AQP001,ATM,2026-08-25T09:17:00-05:00,I,atm_AQP001,atm_AQP001.csv,20,40.67,0,LOW,261070144d7742e11898bf9b20b6e622d9f179e8c0ef1675e0e9231b20fc017a,************0098,********************0098,********************0098,5083.37,5083.37,DEMO-HEALTHY-001,2026-08-25T23:43:08.444994+00:00
TXN-20260825-000100,ACC-100099,ACC-700099,18796.01,PEN,2026-08-25T09:18:00-05:00,AQP001,ATM,2026-08-25T09:19:00-05:00,I,atm_AQP001,atm_AQP001.csv,21,150.37,40,MEDIUM,e4e71c4ccaf1ed14922463d1ee881c6c6968c49516b615c5a39e3ada85d4feee,************0099,********************0099,********************0099,18796.01,18796.01,DEMO-HEALTHY-001,2026-08-25T23:43:08.444994+00:00
TXN-20260825-000101,ACC-100100,ACC-700100,13180.1,USD,2026-08-25T09:20:00-05:00,AQP001,ATM,2026-08-25T09:21:00-05:00,I,atm_AQP001,atm_AQP001.csv,22,105.44,55,MEDIUM,32ef2e276c6bf6acfbf811d607dd6a986e4d0af079520b7d315129a6becff494,************0100,********************0100,********************0100,13180.1,13180.1,DEMO-HEALTHY-001,2026-08-25T23:43:08.444994+00:00
TXN-20260825-000102,ACC-100101,ACC-700101,23775.54,PEN,2026-08-25T09:22:00-05:00,AQP001,ATM,2026-08-25T09:23:00-05:00,I,atm_AQP001,atm_AQP001.csv,23,190.2,60,HIGH,e2cdbc20e234be0eb0b2c1401189da956fa818427c805a6880e17a47181bbfbe,************0101,********************0101,********************0101,23775.54,23775.54,DEMO-HEALTHY-001,2026-08-25T23:43:08.444994+00:00
TXN-20260825-000103,ACC-100102,ACC-700102,22215.34,PEN,2026-08-25T09:24:00-05:00,AQP001,ATM,2026-08-25T09:25:00-05:00,I,atm_AQP001,atm_AQP001.csv,24,177.72,60,HIGH,1c5400151f7b68949cf061f093b0e7e770f058ff797f1c631aae1350177fdeb0,************0102,********************0102,********************0102,22215.34,22215.34,DEMO-HEALTHY-001,2026-08-25T23:43:08.444994+00:00
TXN-20260825-000104,ACC-100103,ACC-700103,14308.14,PEN,2026-08-25T09:26:00-05:00,AQP001,ATM,2026-08-25T09:27:00-05:00,I,atm_AQP001,atm_AQP001.csv,25,114.47,40,MEDIUM,743b7232be6d1a1cf04a0f87154d3922b07bbd78ee8204d12ba3892a70f41fc5,************0103,********************0103,********************0103,14308.14,14308.14,DEMO-HEALTHY-001,2026-08-25T23:43:08.444994+00:00
TXN-20260825-000105,ACC-100104,ACC-700104,5034.4,PEN,2026-08-25T09:28:00-05:00,AQP001,ATM,2026-08-25T09:29:00-05:00,I,atm_AQP001,atm_AQP001.csv,26,40.28,0,LOW,45bf95ec6b5583af443cf4251e5c0e714f422cafd4a703d4dc11448d0057b8fe,************0104,********************0104,********************0104,5034.4,5034.4,DEMO-HEALTHY-001,2026-08-25T23:43:08.444994+00:00
TXN-20260825-000106,ACC-100105,ACC-700105,21548.53,PEN,2026-08-25T09:30:00-05:00,AQP001,ATM,2026-08-25T09:31:00-05:00,I,atm_AQP001,atm_AQP001.csv,27,172.39,60,HIGH,c70f81df7c436cde42816510944426a136ea293cc4f2176c1f3a4f9ca04440b7,************0105,********************0105,********************0105,21548.53,21548.53,DEMO-HEALTHY-001,2026-08-25T23:43:08.444994+00:00
TXN-20260825-000107,ACC-100106,ACC-700106,22172.39,PEN,2026-08-25T09:32:00-05:00,AQP001,ATM,2026-08-25T09:33:00-05:00,I,atm_AQP001,atm_AQP001.csv,28,177.38,60,HIGH,234baa3e58e4a85335a833060f2e4ebce21ee2d6db2bcc6cfdce8f5ef9e7a376,************0106,********************0106,********************0106,22172.39,22172.39,DEMO-HEALTHY-001,2026-08-25T23:43:08.444994+00:00
TXN-20260825-000108,ACC-100107,ACC-700107,18342.69,PEN,2026-08-25T09:34:00-05:00,AQP001,ATM,2026-08-25T09:35:00-05:00,I,atm_AQP001,atm_AQP001.csv,29,146.74,40,MEDIUM,20d75e72c66611e9b12bd44f476f49acaf4d25cce9ee364c0bde1613cfd5daa0,************0107,********************0107,********************0107,18342.69,18342.69,DEMO-HEALTHY-001,2026-08-25T23:43:08.444994+00:00
TXN-20260825-000109,ACC-100108,ACC-700108,19187.87,PEN,2026-08-25T09:36:00-05:00,AQP001,ATM,2026-08-25T09:37:00-05:00,I,atm_AQP001,atm_AQP001.csv,30,153.5,40,MEDIUM,51a78c13ee1d984cd5642b5d9865c11b0c6986b781ebacfb6947f85bba3da7f9,************0108,********************0108,********************0108,19187.87,19187.87,DEMO-HEALTHY-001,2026-08-25T23:43:08.444994+00:00
TXN-20260825-000110,ACC-100109,ACC-700109,3742.0,PEN,2026-08-25T09:38:00-05:00,AQP001,ATM,2026-08-25T09:39:00-05:00,I,atm_AQP001,atm_AQP001.csv,31,29.94,0,LOW,ac41a52c371f9cc1318e4d5a41c0fdc97c69d99e2ac691ee0368254308728c79,************0109,********************0109,********************0109,3742.0,3742.0,DEMO-HEALTHY-001,2026-08-25T23:43:08.444994+00:00
TXN-20260825-000111,ACC-100110,ACC-700110,8139.93,USD,2026-08-25T09:40:00-05:00,AQP001,ATM,2026-08-25T09:41:00-05:00,I,atm_AQP001,atm_AQP001.csv,32,65.12,15,LOW,c995dc6f67328dd5fce1f8504ec86e7c73874ba310aa124098811b6f5978e774,************0110,********************0110,********************0110,8139.93,8139.93,DEMO-HEALTHY-001,2026-08-25T23:43:08.444994+00:00
TXN-20260825-000112,ACC-100111,ACC-700111,24486.8,PEN,2026-08-25T09:42:00-05:00,AQP001,ATM,2026-08-25T09:43:00-05:00,I,atm_AQP001,atm_AQP001.csv,33,195.89,60,HIGH,aa4b64465ec805e9feb40833b72df7effc9fc8d5039fe89ce8805cf40882bad5,************0111,********************0111,********************0111,24486.8,24486.8,DEMO-HEALTHY-001,2026-08-25T23:43:08.444994+00:00
TXN-20260825-000113,ACC-100112,ACC-700112,23270.21,PEN,2026-08-25T09:44:00-05:00,AQP001,ATM,2026-08-25T09:45:00-05:00,I,atm_AQP001,atm_AQP001.csv,34,186.16,60,HIGH,ef0ccbee07f793df8b63211e3badb3ca3d1321076399f32456381a7ca2a4ae52,************0112,********************0112,********************0112,23270.21,23270.21,DEMO-HEALTHY-001,2026-08-25T23:43:08.444994+00:00
TXN-20260825-000114,ACC-100113,ACC-700113,11978.15,PEN,2026-08-25T09:46:00-05:00,AQP001,ATM,2026-08-25T09:47:00-05:00,I,atm_AQP001,atm_AQP001.csv,35,95.83,40,MEDIUM,f9efeab1b511fd122eb5ab02230e10714924795deb8ae469ec2af05b810bca49,************0113,********************0113,********************0113,11978.15,11978.15,DEMO-HEALTHY-001,2026-08-25T23:43:08.444994+00:00
TXN-20260825-000115,ACC-100114,ACC-700114,6497.97,PEN,2026-08-25T09:48:00-05:00,AQP001,ATM,2026-08-25T09:49:00-05:00,I,atm_AQP001,atm_AQP001.csv,36,51.98,0,LOW,f4fa7df923cc74066432bb1ada424f5004ee4153545903ec2cf22f60a81f77cb,************0114,********************0114,********************0114,6497.97,6497.97,DEMO-HEALTHY-001,2026-08-25T23:43:08.444994+00:00
TXN-20260825-000116,ACC-100115,ACC-700115,12475.39,PEN,2026-08-25T09:50:00-05:00,AQP001,ATM,2026-08-25T09:51:00-05:00,I,atm_AQP001,atm_AQP001.csv,37,99.8,40,MEDIUM,6cb0c74580a1e0bcdd94f70c0297ef4e5b9b6df3b3dbc72d11379692c3af476b,************0115,********************0115,********************0115,12475.39,12475.39,DEMO-HEALTHY-001,2026-08-25T23:43:08.444994+00:00
TXN-20260825-000117,ACC-100116,ACC-700116,5316.14,PEN,2026-08-25T09:52:00-05:00,AQP001,ATM,2026-08-25T09:53:00-05:00,I,atm_AQP001,atm_AQP001.csv,38,42.53,0,LOW,2bfd129b5b6f6ef0f765426a7c84b7db4c3d0746957382c1283da55081bf2ef1,************0116,********************0116,********************0116,5316.14,5316.14,DEMO-HEALTHY-001,2026-08-25T23:43:08.444994+00:00
TXN-20260825-000118,ACC-100117,ACC-700117,6762.86,PEN,2026-08-25T09:54:00-05:00,AQP001,ATM,2026-08-25T09:55:00-05:00,I,atm_AQP001,atm_AQP001.csv,39,54.1,0,LOW,d7da1e77df2c0b2100b2a3ec90ce717e599cb43db5be69782fcd03978ad6d7a5,************0117,********************0117,********************0117,6762.86,6762.86,DEMO-HEALTHY-001,2026-08-25T23:43:08.444994+00:00
TXN-20260825-000119,ACC-100118,ACC-700118,17205.01,PEN,2026-08-25T09:56:00-05:00,AQP001,ATM,2026-08-25T09:57:00-05:00,I,atm_AQP001,atm_AQP001.csv,40,137.64,40,MEDIUM,9a56e5dee794476a670ad4ceb6ac4cca3703e4418fe54106b8e0e52fd3f74711,************0118,********************0118,********************0118,17205.01,17205.01,DEMO-HEALTHY-001,2026-08-25T23:43:08.444994+00:00
TXN-20260825-000120,ACC-100119,ACC-700119,3701.46,PEN,2026-08-25T09:58:00-05:00,AQP001,ATM,2026-08-25T09:59:00-05:00,I,atm_AQP001,atm_AQP001.csv,41,29.61,0,LOW,8f85f58c738693dc3dff675716c76f1e74bdd33fa4f6206b218fd30edde36ab3,************0119,********************0119,********************0119,3701.46,3701.46,DEMO-HEALTHY-001,2026-08-25T23:43:08.444994+00:00
TXN-20260825-000121,ACC-100120,ACC-700120,21478.4,USD,2026-08-25T10:00:00-05:00,AQP001,ATM,2026-08-25T10:01:00-05:00,I,atm_AQP001,atm_AQP001.csv,42,171.83,75,HIGH,f8a46cb16b7ecb31d56fa7fdadf8aa933c12ad8222107526f0f2e81f7ea0f298,************0120,********************0120,********************0120,21478.4,21478.4,DEMO-HEALTHY-001,2026-08-25T23:43:08.444994+00:00
TXN-20260825-000122,ACC-100121,ACC-700121,1403.44,PEN,2026-08-25T10:02:00-05:00,AQP001,ATM,2026-08-25T10:03:00-05:00,I,atm_AQP001,atm_AQP001.csv,43,11.23,0,LOW,34f2a3b6f8028f5da1470cdeef43e2a8d49afa775866672ae78d1a608d753ede,************0121,********************0121,********************0121,1403.44,1403.44,DEMO-HEALTHY-001,2026-08-25T23:43:08.444994+00:00
TXN-20260825-000123,ACC-100122,ACC-700122,3035.74,PEN,2026-08-25T10:04:00-05:00,AQP001,ATM,2026-08-25T10:05:00-05:00,I,atm_AQP001,atm_AQP001.csv,44,24.29,0,LOW,47adde1be2e185df5009cfcf9b7b1d044261a51e28910907caae33d01f8c7d22,************0122,********************0122,********************0122,3035.74,3035.74,DEMO-HEALTHY-001,2026-08-25T23:43:08.444994+00:00
TXN-20260825-000124,ACC-100123,ACC-700123,4823.69,PEN,2026-08-25T10:06:00-05:00,AQP001,ATM,2026-08-25T10:07:00-05:00,I,atm_AQP001,atm_AQP001.csv,45,38.59,0,LOW,b1077f0244c424eaf051eec53969a78084603bc16e821de6cc3e5d59860d30ed,************0123,********************0123,********************0123,4823.69,4823.69,DEMO-HEALTHY-001,2026-08-25T23:43:08.444994+00:00
TXN-20260825-000125,ACC-100124,ACC-700124,8837.92,PEN,2026-08-25T10:08:00-05:00,AQP001,ATM,2026-08-25T10:09:00-05:00,I,atm_AQP001,atm_AQP001.csv,46,70.7,0,LOW,a019a811150506735e27f890c5e4f8134e9540706f500a0faecfafe76612d096,************0124,********************0124,********************0124,8837.92,8837.92,DEMO-HEALTHY-001,2026-08-25T23:43:08.444994+00:00
TXN-20260825-000126,ACC-100125,ACC-700125,14636.4,PEN,2026-08-25T10:10:00-05:00,AQP001,ATM,2026-08-25T10:11:00-05:00,I,atm_AQP001,atm_AQP001.csv,47,117.09,40,MEDIUM,bc446f57d8345e5dfad309628d9fd2fd0162927aae92b3ecd4f55e1e30a77116,************0125,********************0125,********************0125,14636.4,14636.4,DEMO-HEALTHY-001,2026-08-25T23:43:08.444994+00:00
TXN-20260825-000127,ACC-100126,ACC-700126,23362.94,PEN,2026-08-25T10:12:00-05:00,AQP001,ATM,2026-08-25T10:13:00-05:00,I,atm_AQP001,atm_AQP001.csv,48,186.9,60,HIGH,54fa3f099138ae298cb2871ea32e84f64b5ee51674b5e925f30b76884e0be1b0,************0126,********************0126,********************0126,23362.94,23362.94,DEMO-HEALTHY-001,2026-08-25T23:43:08.444994+00:00
TXN-20260825-000128,ACC-100127,ACC-700127,519.44,PEN,2026-08-25T10:14:00-05:00,AQP001,ATM,2026-08-25T10:15:00-05:00,I,atm_AQP001,atm_AQP001.csv,49,4.16,0,LOW,086b1efac18218d4c581a637ee6a95c8ba120ffc29cf2d7b2c24827bf01f77c5,************0127,********************0127,********************0127,519.44,519.44,DEMO-HEALTHY-001,2026-08-25T23:43:08.444994+00:00
TXN-20260825-000129,ACC-100128,ACC-700128,11477.4,PEN,2026-08-25T10:16:00-05:00,AQP001,ATM,2026-08-25T10:17:00-05:00,I,atm_AQP001,atm_AQP001.csv,50,91.82,40,MEDIUM,c81d5f855739c51f0d898cc6865210bac6a3de83cfb0c421cd73fb5e5bf8a614,************0128,********************0128,********************0128,11477.4,11477.4,DEMO-HEALTHY-001,2026-08-25T23:43:08.444994+00:00
TXN-20260825-000130,ACC-100129,ACC-700129,19790.46,PEN,2026-08-25T10:18:00-05:00,AQP001,ATM,2026-08-25T10:19:00-05:00,I,atm_AQP001,atm_AQP001.csv,51,158.32,40,MEDIUM,236dfd67e264df4a0898a4dbe3e9ce6289668bc1a7d5f64819cd486f0530dfd5,************0129,********************0129,********************0129,19790.46,19790.46,DEMO-HEALTHY-001,2026-08-25T23:43:08.444994+00:00
TXN-20260825-000131,ACC-100130,ACC-700130,16451.98,USD,2026-08-25T10:20:00-05:00,AQP001,ATM,2026-08-25T10:21:00-05:00,I,atm_AQP001,atm_AQP001.csv,52,131.62,55,MEDIUM,4ae745cd323a08b4ff60a3a2db09e2b3a4375a20b72f53a02e74635a37badddf,************0130,********************0130,********************0130,16451.98,16451.98,DEMO-HEALTHY-001,2026-08-25T23:43:08.444994+00:00
TXN-20260825-000132,ACC-100131,ACC-700131,17518.13,PEN,2026-08-25T10:22:00-05:00,AQP001,ATM,2026-08-25T10:23:00-05:00,I,atm_AQP001,atm_AQP001.csv,53,140.15,40,MEDIUM,15fc5ea4d665b1838dc561298833dff72578dff300b30a00b79b5dbad5d60fe2,************0131,********************0131,********************0131,17518.13,17518.13,DEMO-HEALTHY-001,2026-08-25T23:43:08.444994+00:00
TXN-20260825-000133,ACC-100132,ACC-700132,3172.57,PEN,2026-08-25T10:24:00-05:00,AQP001,ATM,2026-08-25T10:25:00-05:00,I,atm_AQP001,atm_AQP001.csv,54,25.38,0,LOW,df4a85275e1559ab2b966c6e28a84bc9e3bf6ac3e87b4db0c506be17e35cf233,************0132,********************0132,********************0132,3172.57,3172.57,DEMO-HEALTHY-001,2026-08-25T23:43:08.444994+00:00
TXN-20260825-000134,ACC-100133,ACC-700133,22208.09,PEN,2026-08-25T10:26:00-05:00,AQP001,ATM,2026-08-25T10:27:00-05:00,I,atm_AQP001,atm_AQP001.csv,55,177.66,60,HIGH,296f6b16a10b3593a9a041c733cafb0444999c1a2af983cd6a7563d534222e48,************0133,********************0133,********************0133,22208.09,22208.09,DEMO-HEALTHY-001,2026-08-25T23:43:08.444994+00:00
TXN-20260825-000135,ACC-100134,ACC-700134,21568.45,PEN,2026-08-25T10:28:00-05:00,AQP001,ATM,2026-08-25T10:29:00-05:00,I,atm_AQP001,atm_AQP001.csv,56,172.55,60,HIGH,1a3e17485ff739f83579a323d9d2c7221adaec15d6bff6cdf1df84c79b26dc51,************0134,********************0134,********************0134,21568.45,21568.45,DEMO-HEALTHY-001,2026-08-25T23:43:08.444994+00:00
TXN-20260825-000136,ACC-100135,ACC-700135,18381.96,PEN,2026-08-25T10:30:00-05:00,AQP001,ATM,2026-08-25T10:31:00-05:00,I,atm_AQP001,atm_AQP001.csv,57,147.06,40,MEDIUM,0ef10da1b5708475e5b5fbd22cbee74bf3a49f0ba8317697f00640418e2b5d2f,************0135,********************0135,********************0135,18381.96,18381.96,DEMO-HEALTHY-001,2026-08-25T23:43:08.444994+00:00
TXN-20260825-000137,ACC-100136,ACC-700136,20452.51,PEN,2026-08-25T10:32:00-05:00,AQP001,ATM,2026-08-25T10:33:00-05:00,I,atm_AQP001,atm_AQP001.csv,58,163.62,60,HIGH,5b7c273a17627330faf939145b8e125903d133a3276e41f97029c10079689c2c,************0136,********************0136,********************0136,20452.51,20452.51,DEMO-HEALTHY-001,2026-08-25T23:43:08.444994+00:00
TXN-20260825-000138,ACC-100137,ACC-700137,23711.84,PEN,2026-08-25T10:34:00-05:00,AQP001,ATM,2026-08-25T10:35:00-05:00,I,atm_AQP001,atm_AQP001.csv,59,189.69,60,HIGH,1c17998752345dbe3174101a10bf2cbf0c63bfa4f57ac4dee186a842180256f2,************0137,********************0137,********************0137,23711.84,23711.84,DEMO-HEALTHY-001,2026-08-25T23:43:08.444994+00:00
TXN-20260825-000139,ACC-100138,ACC-700138,5462.23,PEN,2026-08-25T10:36:00-05:00,AQP001,ATM,2026-08-25T10:37:00-05:00,I,atm_AQP001,atm_AQP001.csv,60,43.7,0,LOW,61bad5123eb35d0f1a18ac90d695f14e71ac6c757ed2cd40b9bf51eb6e0e59f0,************0138,********************0138,********************0138,5462.23,5462.23,DEMO-HEALTHY-001,2026-08-25T23:43:08.444994+00:00
TXN-20260825-000140,ACC-100139,ACC-700139,6118.87,PEN,2026-08-25T10:38:00-05:00,AQP001,ATM,2026-08-25T10:39:00-05:00,I,atm_AQP001,atm_AQP001.csv,61,48.95,0,LOW,c9e738a70ca75c9288dc8b3ef66c34fe1e2a049f78cc377e3d0692f8dd404b57,************0139,********************0139,********************0139,6118.87,6118.87,DEMO-HEALTHY-001,2026-08-25T23:43:08.444994+00:00
TXN-20260825-000141,ACC-100140,ACC-700140,20136.87,USD,2026-08-25T10:40:00-05:00,AQP001,ATM,2026-08-25T10:41:00-05:00,I,atm_AQP001,atm_AQP001.csv,62,161.09,75,HIGH,ec99dec08a6eaf546bd392fadbe3fe54af7110b3c647703e521a14a0747a47c7,************0140,********************0140,********************0140,20136.87,20136.87,DEMO-HEALTHY-001,2026-08-25T23:43:08.444994+00:00
TXN-20260825-000142,ACC-100141,ACC-700141,16192.5,PEN,2026-08-25T10:42:00-05:00,AQP001,ATM,2026-08-25T10:43:00-05:00,I,atm_AQP001,atm_AQP001.csv,63,129.54,40,MEDIUM,bd28c24b826da7a35fc712bc4cdd199a5461210ba38beb9cc34d244119848503,************0141,********************0141,********************0141,16192.5,16192.5,DEMO-HEALTHY-001,2026-08-25T23:43:08.444994+00:00
TXN-20260825-000143,ACC-100142,ACC-700142,19189.44,PEN,2026-08-25T10:44:00-05:00,AQP001,ATM,2026-08-25T10:45:00-05:00,I,atm_AQP001,atm_AQP001.csv,64,153.52,40,MEDIUM,164593384a373f323856d877da718d6d7fe23c0a2586cf69e7bee3b63f8de722,************0142,********************0142,********************0142,19189.44,19189.44,DEMO-HEALTHY-001,2026-08-25T23:43:08.444994+00:00
TXN-20260825-000144,ACC-100143,ACC-700143,15475.35,PEN,2026-08-25T10:46:00-05:00,AQP001,ATM,2026-08-25T10:47:00-05:00,I,atm_AQP001,atm_AQP001.csv,65,123.8,40,MEDIUM,1d7ee42aa734c543c70ae1d56d3afa8a8b726783a5da3f4b158083b4ba3953ed,************0143,********************0143,********************0143,15475.35,15475.35,DEMO-HEALTHY-001,2026-08-25T23:43:08.444994+00:00
