transaction_id,account_from,account_to,iban_from,iban_to,amount,currency,transaction_ts,branch_id,channel,customer_document,card_number,updated_at,cdc_operation
TXN-20260825-000111,ACC-100110,ACC-700110,PE84FINA0000000000100110,PE46FINA0000000000700110,8139.93,USD,2026-08-25T09:40:00-05:00,AQP001,ATM,70000110,4556000000000110,2026-08-25T09:41:00-05:00,I
TXN-20260825-000112,ACC-100111,ACC-700111,PE85FINA0000000000100111,PE47FINA0000000000700111,24486.8,PEN,2026-08-25T09:42:00-05:00,AQP001,ATM,70000111,4556000000000111,2026-08-25T09:43:00-05:00,I
TXN-20260825-000113,ACC-100112,ACC-700112,PE86FINA0000000000100112,PE48FINA0000000000700112,23270.21,PEN,2026-08-25T09:44:00-05:00,AQP001,ATM,70000112,4556000000000112,2026-08-25T09:45:00-05:00,I
TXN-20260825-000114,ACC-100113,ACC-700113,PE87FINA0000000000100113,PE49FINA0000000000700113,11978.15,PEN,2026-08-25T09:46:00-05:00,AQP001,ATM,70000113,4556000000000113,2026-08-25T09:47:00-05:00,I
TXN-20260825-000115,ACC-100114,ACC-700114,PE88FINA0000000000100114,PE50FINA0000000000700114,6497.97,PEN,2026-08-25T09:48:00-05:00,AQP001,ATM,70000114,4556000000000114,2026-08-25T09:49:00-05:00,I
TXN-20260825-000116,ACC-100115,ACC-700115,,PE51FINA0000000000700115,12475.39,PEN,2026-08-25T09:50:00-05:00,AQP001,ATM,70000115,4556000000000115,2026-08-25T09:51:00-05:00,I
TXN-20260825-000117,ACC-100116,ACC-700116,PE90FINA0000000000100116,PE52FINA0000000000700116,5316.14,PEN,2026-08-25T09:52:00-05:00,AQP001,ATM,70000116,4556000000000116,2026-08-25T09:53:00-05:00,I
TXN-20260825-000118,ACC-100117,ACC-700117,PE91FINA0000000000100117,PE53FINA0000000000700117,6762.86,PEN,2026-08-25T09:54:00-05:00,AQP001,ATM,70000117,4556000000000117,2026-08-25T09:55:00-05:00,I
TXN-20260825-000119,ACC-100118,ACC-700118,PE92FINA0000000000100118,PE54FINA0000000000700118,17205.01,PEN,2026-08-25T09:56:00-05:00,AQP001,ATM,70000118,4556000000000118,2026-08-25T09:57:00-05:00,I
TXN-20260825-000120,ACC-100119,ACC-700119,PE93FINA0000000000100119,PE55FINA0000000000700119,3701.46,PEN,2026-08-25T09:58:00-05:00,AQP001,ATM,70000119,4556000000000119,2026-08-25T09:59:00-05:00,I
TXN-20260825-000121,ACC-100120,ACC-700120,PE94FINA0000000000100120,PE56FINA0000000000700120,21478.4,USD,2026-08-25T10:00:00-05:00,AQP001,ATM,70000120,4556000000000120,2026-08-25T10:01:00-05:00,I
TXN-20260825-000122,ACC-100121,ACC-700121,PE95FINA0000000000100121,PE57FINA0000000000700121,1403.44,PEN,2026-08-25T10:02:00-05:00,AQP001,ATM,70000121,4556000000000121,2026-08-25T10:03:00-05:00,I
TXN-20260825-000123,ACC-100122,ACC-700122,,PE58FINA0000000000700122,3035.74,PEN,2026-08-25T10:04:00-05:00,AQP001,ATM,70000122,4556000000000122,2026-08-25T10:05:00-05:00,I
TXN-20260825-000124,ACC-100123,ACC-700123,PE97FINA0000000000100123,PE59FINA0000000000700123,4823.69,PEN,2026-08-25T10:06:00-05:00,AQP001,ATM,70000123,4556000000000123,2026-08-25T10:07:00-05:00,I
TXN-20260825-000125,ACC-100124,ACC-700124,PE98FINA0000000000100124,PE60FINA0000000000700124,8837.92,PEN,2026-08-25T10:08:00-05:00,AQP001,ATM,70000124,4556000000000124,2026-08-25T10:09:00-05:00,I
TXN-20260825-000126,ACC-100125,ACC-700125,PE10FINA0000000000100125,PE61FINA0000000000700125,14636.4,PEN,2026-08-25T10:10:00-05:00,AQP001,ATM,70000125,4556000000000125,2026-08-25T10:11:00-05:00,I
TXN-20260825-000127,ACC-100126,ACC-700126,PE11FINA0000000000100126,PE62FINA0000000000700126,23362.94,PEN,2026-08-25T10:12:00-05:00,AQP001,ATM,70000126,4556000000000126,2026-08-25T10:13:00-05:00,I
TXN-20260825-000128,ACC-100127,ACC-700127,PE12FINA0000000000100127,PE63FINA0000000000700127,519.44,PEN,2026-08-25T10:14:00-05:00,AQP001,ATM,70000127,4556000000000127,2026-08-25T10:15:00-05:00,I
TXN-20260825-000129,ACC-100128,ACC-700128,PE13FINA0000000000100128,PE64FINA0000000000700128,11477.4,PEN,2026-08-25T10:16:00-05:00,AQP001,ATM,70000128,4556000000000128,2026-08-25T10:17:00-05:00,I
TXN-20260825-000130,ACC-100129,ACC-700129,,PE65FINA0000000000700129,19790.46,PEN,2026-08-25T10:18:00-05:00,AQP001,ATM,70000129,4556000000000129,2026-08-25T10:19:00-05:00,I
TXN-20260825-000131,ACC-100130,ACC-700130,PE15FINA0000000000100130,PE66FINA0000000000700130,16451.98,USD,2026-08-25T10:20:00-05:00,AQP001,ATM,70000130,4556000000000130,2026-08-25T10:21:00-05:00,I
TXN-20260825-000132,ACC-100131,ACC-700131,PE16FINA0000000000100131,PE67FINA0000000000700131,17518.13,PEN,2026-08-25T10:22:00-05:00,AQP001,ATM,70000131,4556000000000131,2026-08-25T10:23:00-05:00,I
TXN-20260825-000133,ACC-100132,ACC-700132,PE17FINA0000000000100132,PE68FINA0000000000700132,3172.57,PEN,2026-08-25T10:24:00-05:00,AQP001,ATM,70000132,4556000000000132,2026-08-25T10:25:00-05:00,I
TXN-20260825-000134,ACC-100133,ACC-700133,PE18FINA0000000000100133,PE69FINA0000000000700133,22208.09,PEN,2026-08-25T10:26:00-05:00,AQP001,ATM,70000133,4556000000000133,2026-08-25T10:27:00-05:00,I
TXN-20260825-000135,ACC-100134,ACC-700134,PE19FINA0000000000100134,PE70FINA0000000000700134,21568.45,PEN,2026-08-25T10:28:00-05:00,AQP001,ATM,70000134,4556000000000134,2026-08-25T10:29:00-05:00,I
TXN-20260825-000136,ACC-100135,ACC-700135,,PE71FINA0000000000700135,18381.96,PEN,2026-08-25T10:30:00-05:00,AQP001,ATM,70000135,4556000000000135,2026-08-25T10:31:00-05:00,I
TXN-20260825-000137,ACC-100136,ACC-700136,PE21FINA0000000000100136,PE72FINA0000000000700136,20452.51,PEN,2026-08-25T10:32:00-05:00,AQP001,ATM,70000136,4556000000000136,2026-08-25T10:33:00-05:00,I
TXN-20260825-000138,ACC-100137,ACC-700137,PE22FINA0000000000100137,PE73FINA0000000000700137,23711.84,PEN,2026-08-25T10:34:00-05:00,AQP001,ATM,70000137,4556000000000137,2026-08-25T10:35:00-05:00,I
TXN-20260825-000139,ACC-100138,ACC-700138,PE23FINA0000000000100138,PE74FINA0000000000700138,5462.23,PEN,2026-08-25T10:36:00-05:00,AQP001,ATM,70000138,4556000000000138,2026-08-25T10:37:00-05:00,I
TXN-20260825-000140,ACC-100139,ACC-700139,PE24FINA0000000000100139,PE75FINA0000000000700139,6118.87,PEN,2026-08-25T10:38:00-05:00,AQP001,ATM,70000139,4556000000000139,2026-08-25T10:39:00-05:00,I
TXN-20260825-000141,ACC-100140,ACC-700140,PE25FINA0000000000100140,PE76FINA0000000000700140,20136.87,USD,2026-08-25T10:40:00-05:00,AQP001,ATM,70000140,4556000000000140,2026-08-25T10:41:00-05:00,I
TXN-20260825-000142,ACC-100141,ACC-700141,PE26FINA0000000000100141,PE77FINA0000000000700141,16192.5,PEN,2026-08-25T10:42:00-05:00,AQP001,ATM,70000141,4556000000000141,2026-08-25T10:43:00-05:00,I
TXN-20260825-000143,ACC-100142,ACC-700142,,PE78FINA0000000000700142,19189.44,PEN,2026-08-25T10:44:00-05:00,AQP001,ATM,70000142,4556000000000142,2026-08-25T10:45:00-05:00,I
TXN-20260825-000144,ACC-100143,ACC-700143,PE28FINA0000000000100143,PE79FINA0000000000700143,15475.35,PEN,2026-08-25T10:46:00-05:00,AQP001,ATM,70000143,4556000000000143,2026-08-25T10:47:00-05:00,I
TXN-20260825-000145,ACC-100144,ACC-700144,PE29FINA0000000000100144,PE80FINA0000000000700144,18823.42,PEN,2026-08-25T10:48:00-05:00,AQP001,ATM,70000144,4556000000000144,2026-08-25T10:49:00-05:00,I
TXN-20260825-000146,ACC-100145,ACC-700145,PE30FINA0000000000100145,PE81FINA0000000000700145,13318.83,PEN,2026-08-25T10:50:00-05:00,AQP001,ATM,70000145,4556000000000145,2026-08-25T10:51:00-05:00,I
TXN-20260825-000147,ACC-100146,ACC-700146,PE31FINA0000000000100146,PE82FINA0000000000700146,1730.86,PEN,2026-08-25T10:52:00-05:00,AQP001,ATM,70000146,4556000000000146,2026-08-25T10:53:00-05:00,I
TXN-20260825-000148,ACC-100147,ACC-700147,PE32FINA0000000000100147,PE83FINA0000000000700147,17137.06,PEN,2026-08-25T10:54:00-05:00,AQP001,ATM,70000147,4556000000000147,2026-08-25T10:55:00-05:00,I
TXN-20260825-000149,ACC-100148,ACC-700148,PE33FINA0000000000100148,PE84FINA0000000000700148,10272.28,PEN,2026-08-25T10:56:00-05:00,AQP001,ATM,70000148,4556000000000148,2026-08-25T10:57:00-05:00,I
TXN-20260825-000150,ACC-100149,ACC-700149,,PE85FINA0000000000700149,13828.87,PEN,2026-08-25T10:58:00-05:00,AQP001,ATM,70000149,4556000000000149,2026-08-25T10:59:00-05:00,I
TXN-20260825-000151,ACC-100150,ACC-700150,PE35FINA0000000000100150,PE86FINA0000000000700150,13074.82,USD,2026-08-25T11:00:00-05:00,AQP001,ATM,70000150,4556000000000150,2026-08-25T11:01:00-05:00,I
TXN-20260825-000152,ACC-100151,ACC-700151,PE36FINA0000000000100151,PE87FINA0000000000700151,13872.01,PEN,2026-08-25T11:02:00-05:00,AQP001,ATM,70000151,4556000000000151,2026-08-25T11:03:00-05:00,I
TXN-20260825-000153,ACC-100152,ACC-700152,PE37FINA0000000000100152,PE88FINA0000000000700152,12184.34,PEN,2026-08-25T11:04:00-05:00,AQP001,ATM,70000152,4556000000000152,2026-08-25T11:05:00-05:00,I
TXN-20260825-000154,ACC-100153,ACC-700153,PE38FINA0000000000100153,PE89FINA0000000000700153,1779.24,PEN,2026-08-25T11:06:00-05:00,AQP001,ATM,70000153,4556000000000153,2026-08-25T11:07:00-05:00,I
TXN-20260825-000155,ACC-100154,ACC-700154,PE39FINA0000000000100154,PE90FINA0000000000700154,8042.1,PEN,2026-08-25T11:08:00-05:00,AQP001,ATM,70000154,4556000000000154,2026-08-25T11:09:00-05:00,I
TXN-20260825-000156,ACC-100155,ACC-700155,PE40FINA0000000000100155,PE91FINA0000000000700155,16994.5,PEN,2026-08-25T11:10:00-05:00,AQP001,ATM,70000155,4556000000000155,2026-08-25T11:11:00-05:00,I
TXN-20260825-000157,ACC-100156,ACC-700156,,PE92FINA0000000000700156,23902.4,PEN,2026-08-25T11:12:00-05:00,AQP001,ATM,70000156,4556000000000156,2026-08-25T11:13:00-05:00,I
TXN-20260825-000158,ACC-100157,ACC-700157,PE42FINA0000000000100157,PE93FINA0000000000700157,17661.03,PEN,2026-08-25T11:14:00-05:00,AQP001,ATM,70000157,4556000000000157,2026-08-25T11:15:00-05:00,I
TXN-20260825-000159,ACC-100158,ACC-700158,PE43FINA0000000000100158,PE94FINA0000000000700158,8306.44,PEN,2026-08-25T11:16:00-05:00,AQP001,ATM,70000158,4556000000000158,2026-08-25T11:17:00-05:00,I
TXN-20260825-000160,ACC-100159,ACC-700159,PE44FINA0000000000100159,PE95FINA0000000000700159,16351.57,PEN,2026-08-25T11:18:00-05:00,AQP001,ATM,70000159,4556000000000159,2026-08-25T11:19:00-05:00,I
