transaction_id,account_from,account_to,iban_from,iban_to,amount,currency,transaction_ts,branch_id,channel,customer_document,card_number,updated_at,cdc_operation
TXN-20260825-000195,ACC-100194,ACC-700194,PE79FINA0000000000100194,PE41FINA0000000000700194,7137.05,PEN,2026-08-25T12:28:00-05:00,TRU001,ATM,70000194,4556000000000194,2026-08-25T12:29:00-05:00,I
TXN-20260825-000196,ACC-100195,ACC-700195,PE80FINA0000000000100195,PE42FINA0000000000700195,3245.69,PEN,2026-08-25T12:30:00-05:00,TRU001,ATM,70000195,4556000000000195,2026-08-25T12:31:00-05:00,I
TXN-20260825-000197,ACC-100196,ACC-700196,PE81FINA0000000000100196,PE43FINA0000000000700196,22682.26,PEN,2026-08-25T12:32:00-05:00,TRU001,ATM,70000196,4556000000000196,2026-08-25T12:33:00-05:00,I
TXN-20260825-000005,ACC-100197,ACC-700197,PE82FINA0000000000100197,PE44FINA0000000000700197,20108.38,PEN,2026-08-25T12:34:00-05:00,TRU001,ATM,70000197,4556000000000197,2026-08-25T12:35:00-05:00,I
TXN-20260825-000199,ACC-100198,ACC-700198,PE83FINA0000000000100198,PE45FINA0000000000700198,23925.74,PEN,2026-08-25T12:36:00-05:00,TRU001,ATM,70000198,4556000000000198,2026-08-25T12:37:00-05:00,I
TXN-20260825-000200,ACC-100199,ACC-700199,PE84FINA0000000000100199,PE46FINA0000000000700199,20881.98,PEN,2026-08-25T12:38:00-05:00,TRU001,ATM,70000199,4556000000000199,2026-08-25T12:39:00-05:00,I
TXN-20260825-000201,ACC-100200,ACC-700200,PE85FINA0000000000100200,PE47FINA0000000000700200,7624.7,USD,2026-08-25T12:40:00-05:00,TRU001,ATM,70000200,4556000000000200,2026-08-25T12:41:00-05:00,I
TXN-20260825-000202,ACC-100201,ACC-700201,PE86FINA0000000000100201,PE48FINA0000000000700201,4434.46,PEN,2026-08-25T12:42:00-05:00,TRU001,ATM,70000201,4556000000000201,2026-08-25T12:43:00-05:00,I
TXN-20260825-000203,ACC-100202,ACC-700202,PE87FINA0000000000100202,PE49FINA0000000000700202,11199.0,PEN,2026-08-25T12:44:00-05:00,TRU001,ATM,70000202,4556000000000202,2026-08-25T12:45:00-05:00,I
TXN-20260825-000006,ACC-100203,ACC-700203,PE88FINA0000000000100203,PE50FINA0000000000700203,11859.05,PEN,2026-08-25T12:46:00-05:00,TRU001,ATM,70000203,4556000000000203,2026-08-25T12:47:00-05:00,I
TXN-20260825-000205,ACC-100204,ACC-700204,PE89FINA0000000000100204,PE51FINA0000000000700204,1749.16,PEN,2026-08-25T12:48:00-05:00,TRU001,ATM,70000204,4556000000000204,2026-08-25T12:49:00-05:00,I
TXN-20260825-000206,ACC-100205,ACC-700205,PE90FINA0000000000100205,PE52FINA0000000000700205,2520.11,PEN,2026-08-25T12:50:00-05:00,TRU001,ATM,70000205,4556000000000205,2026-08-25T12:51:00-05:00,I
TXN-20260825-000207,ACC-100206,ACC-700206,PE91FINA0000000000100206,PE53FINA0000000000700206,21670.15,PEN,2026-08-25T12:52:00-05:00,TRU001,ATM,70000206,4556000000000206,2026-08-25T12:53:00-05:00,I
TXN-20260825-000208,ACC-100207,ACC-700207,PE92FINA0000000000100207,PE54FINA0000000000700207,3391.5,PEN,2026-08-25T12:54:00-05:00,TRU001,ATM,70000207,4556000000000207,2026-08-25T12:55:00-05:00,I
TXN-20260825-000209,ACC-100208,ACC-700208,PE93FINA0000000000100208,PE55FINA0000000000700208,24475.53,PEN,2026-08-25T12:56:00-05:00,TRU001,ATM,70000208,4556000000000208,2026-08-25T12:57:00-05:00,I
TXN-20260825-000210,ACC-100209,ACC-700209,PE94FINA0000000000100209,PE56FINA0000000000700209,14424.49,PEN,2026-08-25T12:58:00-05:00,TRU001,ATM,70000209,4556000000000209,2026-08-25T12:59:00-05:00,I
TXN-20260825-000007,ACC-100210,ACC-700210,PE95FINA0000000000100210,PE57FINA0000000000700210,8454.79,USD,2026-08-25T13:00:00-05:00,TRU001,ATM,70000210,4556000000000210,2026-08-25T13:01:00-05:00,I
TXN-20260825-000212,ACC-100211,ACC-700211,PE96FINA0000000000100211,PE58FINA0000000000700211,3976.38,PEN,2026-08-25T13:02:00-05:00,TRU001,ATM,70000211,4556000000000211,2026-08-25T13:03:00-05:00,I
TXN-20260825-000213,ACC-100212,ACC-700212,PE97FINA0000000000100212,PE59FINA0000000000700212,9982.12,PEN,2026-08-25T13:04:00-05:00,TRU001,ATM,70000212,4556000000000212,2026-08-25T13:05:00-05:00,I
TXN-20260825-000214,ACC-100213,ACC-700213,PE98FINA0000000000100213,PE60FINA0000000000700213,12200.69,PEN,2026-08-25T13:06:00-05:00,TRU001,ATM,70000213,4556000000000213,2026-08-25T13:07:00-05:00,I
TXN-20260825-000215,ACC-100214,ACC-700214,PE10FINA0000000000100214,PE61FINA0000000000700214,6113.65,PEN,2026-08-25T13:08:00-05:00,TRU001,ATM,70000214,4556000000000214,2026-08-25T13:09:00-05:00,I
TXN-20260825-000216,ACC-100215,ACC-700215,PE11FINA0000000000100215,PE62FINA0000000000700215,20696.66,PEN,2026-08-25T13:10:00-05:00,TRU001,ATM,70000215,4556000000000215,2026-08-25T13:11:00-05:00,I
TXN-20260825-000217,ACC-100216,ACC-700216,PE12FINA0000000000100216,PE63FINA0000000000700216,2881.23,PEN,2026-08-25T13:12:00-05:00,TRU001,ATM,70000216,4556000000000216,2026-08-25T13:13:00-05:00,I
TXN-20260825-000008,ACC-100217,ACC-700217,PE13FINA0000000000100217,PE64FINA0000000000700217,16785.71,PEN,2026-08-25T13:14:00-05:00,TRU001,ATM,70000217,4556000000000217,2026-08-25T13:15:00-05:00,I
TXN-20260825-000219,ACC-100218,ACC-700218,PE14FINA0000000000100218,PE65FINA0000000000700218,13379.41,PEN,2026-08-25T13:16:00-05:00,TRU001,ATM,70000218,4556000000000218,2026-08-25T13:17:00-05:00,I
TXN-20260825-000220,ACC-100219,ACC-700219,PE15FINA0000000000100219,PE66FINA0000000000700219,8874.2,PEN,2026-08-25T13:18:00-05:00,TRU001,ATM,70000219,4556000000000219,2026-08-25T13:19:00-05:00,I
TXN-20260825-000221,ACC-100220,ACC-700220,PE16FINA0000000000100220,PE67FINA0000000000700220,3329.2,USD,2026-08-25T13:20:00-05:00,TRU001,ATM,70000220,4556000000000220,2026-08-25T13:21:00-05:00,I
TXN-20260825-000222,ACC-100221,ACC-700221,PE17FINA0000000000100221,PE68FINA0000000000700221,13839.47,PEN,2026-08-25T13:22:00-05:00,TRU001,ATM,70000221,4556000000000221,2026-08-25T13:23:00-05:00,I
TXN-20260825-000223,ACC-100222,ACC-700222,PE18FINA0000000000100222,PE69FINA0000000000700222,21338.58,PEN,2026-08-25T13:24:00-05:00,TRU001,ATM,70000222,4556000000000222,2026-08-25T13:25:00-05:00,I
TXN-20260825-000224,ACC-100223,ACC-700223,PE19FINA0000000000100223,PE70FINA0000000000700223,3516.24,PEN,2026-08-25T13:26:00-05:00,TRU001,ATM,70000223,4556000000000223,2026-08-25T13:27:00-05:00,I
TXN-20260825-000009,ACC-100224,ACC-700224,PE20FINA0000000000100224,PE71FINA0000000000700224,15028.31,PEN,2026-08-25T13:28:00-05:00,TRU001,ATM,70000224,4556000000000224,2026-08-25T13:29:00-05:00,I
TXN-20260825-000226,ACC-100225,ACC-700225,PE21FINA0000000000100225,PE72FINA0000000000700225,9340.36,PEN,2026-08-25T13:30:00-05:00,TRU001,ATM,70000225,4556000000000225,2026-08-25T13:31:00-05:00,I
TXN-20260825-000227,ACC-100226,ACC-700226,PE22FINA0000000000100226,PE73FINA0000000000700226,7137.87,PEN,2026-08-25T13:32:00-05:00,TRU001,ATM,70000226,4556000000000226,2026-08-25T13:33:00-05:00,I
TXN-20260825-000228,ACC-100227,ACC-700227,PE23FINA0000000000100227,PE74FINA0000000000700227,16020.32,PEN,2026-08-25T13:34:00-05:00,TRU001,ATM,70000227,4556000000000227,2026-08-25T13:35:00-05:00,I
TXN-20260825-000229,ACC-100228,ACC-700228,PE24FINA0000000000100228,PE75FINA0000000000700228,149.88,PEN,2026-08-25T13:36:00-05:00,TRU001,ATM,70000228,4556000000000228,2026-08-25T13:37:00-05:00,I
TXN-20260825-000230,ACC-100229,ACC-700229,PE25FINA0000000000100229,PE76FINA0000000000700229,6344.58,PEN,2026-08-25T13:38:00-05:00,TRU001,ATM,70000229,4556000000000229,2026-08-25T13:39:00-05:00,I
TXN-20260825-000231,ACC-100230,ACC-700230,PE26FINA0000000000100230,PE77FINA0000000000700230,3709.42,USD,2026-08-25T13:40:00-05:00,TRU001,ATM,70000230,4556000000000230,2026-08-25T13:41:00-05:00,I
TXN-20260825-000010,ACC-100231,ACC-700231,PE27FINA0000000000100231,PE78FINA0000000000700231,6339.9,PEN,2026-08-25T13:42:00-05:00,TRU001,ATM,70000231,4556000000000231,2026-08-25T13:43:00-05:00,I
TXN-20260825-000233,ACC-100232,ACC-700232,PE28FINA0000000000100232,PE79FINA0000000000700232,3243.48,PEN,2026-08-25T13:44:00-05:00,TRU001,ATM,70000232,4556000000000232,2026-08-25T13:45:00-05:00,I
TXN-20260825-000234,ACC-100233,ACC-700233,PE29FINA0000000000100233,PE80FINA0000000000700233,20356.78,PEN,2026-08-25T13:46:00-05:00,TRU001,ATM,70000233,4556000000000233,2026-08-25T13:47:00-05:00,I
TXN-20260825-000235,ACC-100234,ACC-700234,PE30FINA0000000000100234,PE81FINA0000000000700234,18758.12,PEN,2026-08-25T13:48:00-05:00,TRU001,ATM,70000234,4556000000000234,2026-08-25T13:49:00-05:00,I
TXN-20260825-000236,ACC-100235,ACC-700235,PE31FINA0000000000100235,PE82FINA0000000000700235,20644.89,PEN,2026-08-25T13:50:00-05:00,TRU001,ATM,70000235,4556000000000235,2026-08-25T13:51:00-05:00,I
TXN-20260825-000237,ACC-100236,ACC-700236,PE32FINA0000000000100236,PE83FINA0000000000700236,13769.86,PEN,2026-08-25T13:52:00-05:00,TRU001,ATM,70000236,4556000000000236,2026-08-25T13:53:00-05:00,I
TXN-20260825-000238,ACC-100237,ACC-100237,PE33FINA0000000000100237,PE84FINA0000000000700237,20438.5,PEN,2026-08-25T13:54:00-05:00,TRU001,ATM,70000237,4556000000000237,2026-08-25T13:55:00-05:00,I
TXN-20260825-000239,ACC-100238,ACC-700238,PE34FINA0000000000100238,PE85FINA0000000000700238,24269.18,PEN,2026-08-25T13:56:00-05:00,TRU001,ATM,70000238,4556000000000238,2026-08-25T13:57:00-05:00,I
TXN-20260825-000240,ACC-100239,ACC-700239,PE35FINA0000000000100239,PE86FINA0000000000700239,13079.37,PEN,2026-08-25T13:58:00-05:00,TRU001,ATM,70000239,4556000000000239,2026-08-25T13:59:00-05:00,I
